Total_size,LotArea,Neighborhood,BldgType_clean,OverallQual,Age_at_sale,ExterQual,Outdoor_Porch_Size,YrSold,KitchenQual,Fireplaces,log_sales
2916,4274,Somerst,Twnhs,7,0,Gd,116,2007,Gd,0,12.205572520488492
1846,9450,Edwards,1Fam,4,53,TA,0,2007,TA,0,11.608235644774552
2252,8816,Sawyer,1Fam,5,46,TA,80,2009,TA,0,11.842229212112828
2454,12122,NAmes,1Fam,7,1,Ex,220,2008,Ex,0,12.091783499128047
4142,12203,NoRidge,1Fam,8,10,Gd,250,2009,Gd,1,12.724866438945341
1654,3182,Blmngtn,1Fam,7,1,Gd,116,2008,Gd,1,11.982272628789678
3069,11250,CollgCr,1Fam,8,6,Gd,0,2008,Gd,1,12.45254202214788
2273,10125,Mitchel,Duplex,5,32,TA,0,2009,Gd,0,11.744037185933616
2444,10880,Edwards,2fmCon,5,58,TA,48,2008,TA,0,11.736069016284437
1890,5310,OldTown,1Fam,6,3,TA,394,2006,Gd,0,11.669929213779893
4192,10159,NridgHt,1Fam,9,0,Ex,263,2010,Ex,1,12.88712700173598
2737,12046,NWAmes,1Fam,6,31,TA,224,2007,Gd,1,12.180754837545884
2190,8125,Somerst,1Fam,7,0,Gd,50,2006,Gd,0,12.190959007720126
4336,9452,NoRidge,1Fam,8,8,Gd,70,2006,Gd,1,12.759957758756611
2382,17671,OldTown,1Fam,8,23,Gd,169,2009,Gd,1,12.031719258385396
2944,9760,NAmes,1Fam,6,14,TA,281,2007,Gd,1,12.138863895836725
2064,8846,CollgCr,1Fam,6,0,TA,35,2006,Gd,0,12.066235700342375
3676,12456,NridgHt,1Fam,10,2,Ex,264,2009,Ex,1,12.729320789294722
1919,4712,BrkSide,1Fam,4,56,TA,57,2006,TA,0,11.708492248514204
2333,10659,NAmes,1Fam,5,45,TA,319,2006,TA,0,11.824079893607152
2057,11717,NWAmes,1Fam,6,39,TA,371,2009,TA,1,12.128111104060462
1287,9786,IDOTRR,1Fam,3,56,TA,100,2006,TA,1,11.418614785498987
2526,6762,CollgCr,1Fam,7,4,Gd,166,2010,Gd,0,12.235631447771718
1472,10206,Edwards,1Fam,3,57,TA,0,2009,Fa,0,11.314474526246391
907,5400,OldTown,1Fam,5,57,TA,20,2007,Ex,0,11.362102575235644
2422,11957,Somerst,1Fam,8,2,Gd,248,2008,Gd,1,12.354492650648448
2208,11500,NWAmes,Duplex,5,31,TA,0,2007,TA,0,11.827042533619087
1977,3182,Blmngtn,Twnhs,7,3,Gd,156,2009,Gd,1,12.106252310247962
1908,8385,CollgCr,1Fam,5,31,Gd,210,2008,TA,0,11.917723684090689
3378,12155,NAmes,1Fam,6,37,TA,0,2007,TA,1,12.004568269319446
1924,2217,MeadowV,Twnhs,4,39,TA,238,2009,TA,0,11.385092093460344
2260,12118,Mitchel,1Fam,7,4,Gd,148,2009,Gd,1,12.388394202324129
1008,6000,SWISU,1Fam,5,56,TA,0,2006,TA,0,11.532728092266408
1583,21286,Sawyer,1Fam,5,58,TA,0,2008,TA,1,11.813030057420567
1664,9825,Edwards,Duplex,5,45,TA,0,2010,TA,0,11.512925464970229
1682,10592,Crawfor,1Fam,6,11,TA,96,2007,Gd,2,12.013700752882718
2014,7200,OldTown,1Fam,5,3,TA,30,2009,TA,0,11.350406535472453
1658,11664,NAmes,1Fam,6,57,TA,130,2007,TA,1,11.688558033613386
2836,8400,NWAmes,1Fam,8,8,Gd,45,2009,Gd,0,12.332705296463539
2672,11883,CollgCr,1Fam,7,13,Gd,181,2009,Gd,1,12.220961258023925
2961,5814,StoneBr,Twnhs,8,25,Gd,63,2009,Gd,1,12.141534124392603
1874,10784,Gilbert,1Fam,7,15,Gd,164,2007,Gd,1,11.982929094215963
1962,3013,Blmngtn,Twnhs,7,1,Gd,162,2006,Gd,1,12.27134527214637
2607,7024,Edwards,1Fam,4,3,TA,316,2008,Gd,0,12.078239274020289
2536,7406,CollgCr,1Fam,7,0,Gd,159,2006,Gd,0,12.175613438045465
1732,9439,OldTown,1Fam,5,57,TA,0,2007,TA,0,11.37366339763672
1957,3182,Blmngtn,Twnhs,7,2,Gd,176,2008,Gd,1,12.160028707028767
5128,15498,Timber,1Fam,8,32,Gd,72,2008,Gd,1,12.567237494741757
1949,7700,CollgCr,1Fam,5,35,TA,96,2007,TA,0,11.630708500626612
2422,9300,NAmes,1Fam,5,50,TA,0,2010,TA,2,12.028738630247258
3959,9520,Timber,1Fam,8,0,Gd,236,2008,Gd,1,12.588190652108505
2025,9492,NAmes,1Fam,5,57,TA,0,2007,TA,1,11.56171562913966
1799,1680,BrDale,Twnhs,6,34,TA,28,2006,TA,0,11.678439903447801
1928,7082,SWISU,2fmCon,5,11,TA,0,2006,TA,0,11.982929094215963
3880,15863,SWISU,1Fam,7,39,TA,199,2009,TA,2,12.190959007720126
4328,14541,NoRidge,1Fam,8,13,Gd,264,2006,Gd,1,12.644327576461329
3540,8125,CollgCr,1Fam,7,4,Gd,136,2006,Gd,0,12.345834587905333
1194,6305,Crawfor,1Fam,5,57,TA,0,2007,Fa,1,11.693161515273161
1135,11500,Edwards,1Fam,4,52,TA,186,2009,TA,0,11.33857207782545
3554,12898,Timber,1Fam,9,1,Gd,228,2009,Ex,1,12.661913960963405
3168,9240,CollgCr,1Fam,8,6,Gd,45,2008,Gd,1,12.567237494741757
1344,1533,MeadowV,Twnhs,4,1,TA,0,2009,TA,1,11.48246625748552
1425,1477,MeadowV,Twnhs,4,39,TA,0,2009,TA,0,11.289781913656018
3137,13125,Sawyer,1Fam,5,6,TA,0,2006,TA,1,11.951180395901384
2580,9130,NWAmes,1Fam,6,8,TA,40,2008,Gd,0,12.061046873479915
2830,5381,NridgHt,Twnhs,6,4,Gd,233,2009,Gd,1,12.185869938212655
3928,11839,SawyerW,1Fam,7,18,TA,313,2008,Gd,1,12.477167914377556
4170,9600,NWAmes,1Fam,8,28,Gd,594,2009,Gd,1,12.535376392672774
2185,13680,Edwards,1Fam,3,54,TA,0,2009,TA,1,11.84653646931041
3824,16056,StoneBr,1Fam,9,0,Gd,322,2006,Ex,1,13.229567991666638
2348,9245,CollgCr,1Fam,5,13,TA,0,2008,TA,0,11.884489021402711
2107,21750,Mitchel,1Fam,5,3,TA,0,2009,TA,1,11.652687407345388
1238,11100,Edwards,1Fam,4,4,TA,0,2010,Gd,0,11.349229372299439
1738,8993,Gilbert,1Fam,7,0,Gd,22,2007,Gd,0,12.080991165908294
1756,11175,CollgCr,1Fam,7,0,Gd,20,2007,Gd,1,12.206777397134413
2959,9500,NAmes,1Fam,6,29,TA,52,2007,TA,1,12.013700752882718
2273,8562,Edwards,1Fam,5,8,TA,194,2010,TA,1,11.881034786534624
3507,11367,CollgCr,1Fam,8,4,Gd,259,2006,Gd,1,12.449018824140563
2645,11361,NWAmes,1Fam,6,32,TA,0,2008,TA,1,12.100712129872347
2507,7052,NridgHt,Twnhs,7,1,Gd,228,2006,Gd,1,12.132695175725399
2912,29959,NoRidge,1Fam,7,15,Gd,266,2009,Gd,1,12.421184025147118
3956,11308,NridgHt,1Fam,9,1,Ex,102,2009,Ex,1,12.721885810807203
3277,11275,Crawfor,1Fam,6,57,TA,0,2007,TA,1,12.301382825334498
2536,4920,StoneBr,Twnhs,8,9,Gd,0,2010,Gd,0,12.271392111650817
2142,18000,IDOTRR,1Fam,3,58,Fa,20,2008,TA,0,11.302204433654575
2897,13600,OldTown,2fmCon,5,57,TA,57,2007,TA,0,11.407564949312402
1940,6000,OldTown,1Fam,6,26,TA,286,2006,Gd,1,11.612770799939945
2604,11000,NAmes,1Fam,5,43,TA,58,2009,TA,1,11.944707881395766
3994,14000,ClearCr,1Fam,7,13,Gd,340,2010,Gd,0,12.70076888736628
1951,7837,Gilbert,1Fam,6,15,Gd,40,2009,TA,1,12.089538829274222
2833,9760,NAmes,1Fam,6,44,TA,456,2008,TA,0,12.031123843065632
3934,3964,MeadowV,Twnhs,6,33,TA,748,2006,TA,1,11.927680619985486
1689,9600,NAmes,1Fam,5,4,TA,0,2007,Gd,0,11.813030057420567
1920,10152,NAmes,1Fam,5,51,TA,20,2007,TA,0,11.813030057420567
2295,11700,NWAmes,1Fam,6,41,TA,0,2009,TA,0,11.944707881395766
1736,7585,Edwards,1Fam,5,56,TA,0,2006,TA,1,11.424094251263613
2401,7950,Edwards,1Fam,6,32,TA,252,2009,TA,0,11.979799201207037
2066,8556,CollgCr,1Fam,7,1,Gd,233,2007,Gd,0,12.175613438045465
2390,13125,Crawfor,1Fam,7,23,TA,0,2007,TA,2,12.299107511497363
2658,10800,OldTown,1Fam,5,17,TA,457,2006,Gd,1,12.043553716032399
2261,15870,NAmes,1Fam,5,37,TA,272,2006,TA,0,11.840789327054841
1930,4435,CollgCr,Twnhs,6,2,Gd,140,2006,Gd,1,11.956970055045868
1784,8775,CollgCr,1Fam,5,13,TA,64,2007,TA,0,11.744037185933616
2442,11040,NWAmes,1Fam,6,4,Gd,55,2008,Gd,0,11.884489021402711
2172,7500,Sawyer,1Fam,5,47,TA,0,2010,TA,0,11.79810440720389
1986,8749,CollgCr,1Fam,7,5,Gd,231,2007,Gd,1,12.165250651009918
2265,8800,NAmes,1Fam,6,42,TA,116,2006,TA,2,11.982929094215963
2499,13031,Gilbert,1Fam,6,10,TA,359,2006,TA,1,12.141534124392603
2307,9069,SawyerW,1Fam,6,18,TA,120,2010,Gd,0,11.898187865760873
1712,1974,MeadowV,Twnhs,4,37,TA,216,2010,TA,0,11.332601910838946
2996,10574,Somerst,1Fam,8,3,Gd,210,2009,Gd,1,12.437184366493561
2089,2522,Edwards,Twnhs,7,2,Gd,40,2006,Gd,0,11.831379196088763
2836,3316,Somerst,Twnhs,8,1,Gd,84,2006,Gd,1,12.190959007720126
1440,8544,NAmes,Duplex,3,59,TA,0,2009,TA,0,11.439278924801929
2224,2160,Somerst,Twnhs,7,8,Gd,48,2008,Gd,0,11.982929094215963
2693,8400,SWISU,1Fam,6,58,TA,342,2008,TA,1,11.824079893607152
2745,9230,NAmes,1Fam,5,8,TA,64,2006,Gd,0,11.891361900690473
1732,5868,NAmes,1Fam,5,10,TA,0,2010,TA,0,11.76756768334381
1778,9317,CollgCr,1Fam,6,1,Gd,22,2007,Gd,1,12.08069081199846
1355,6882,IDOTRR,1Fam,6,1,TA,136,2007,Gd,0,11.751942365440728
1549,3696,StoneBr,Twnhs,8,21,Gd,74,2007,Gd,0,12.043553716032399
2236,6000,BrkSide,1Fam,4,59,TA,0,2009,TA,0,11.759785542901755
2783,11880,NWAmes,1Fam,7,31,TA,0,2009,TA,1,11.964001084330445
974,8400,SWISU,1Fam,2,59,TA,0,2009,Fa,0,11.002099841204238
1929,9758,NAmes,1Fam,5,36,TA,0,2007,TA,0,11.691071650353702
1976,7000,NAmes,1Fam,5,5,TA,16,2007,TA,0,11.813030057420567
2388,8910,NAmes,1Fam,6,47,TA,0,2006,TA,1,11.979799201207037
1742,2016,BrDale,Twnhs,5,37,TA,0,2007,TA,0,11.571194373094205
4366,12256,NoRidge,1Fam,8,15,Gd,218,2010,Gd,2,12.691580461311874
2899,10357,SawyerW,1Fam,7,16,Gd,244,2007,Gd,1,12.100156419938624
2443,23257,Gilbert,1Fam,7,0,Gd,100,2006,Gd,1,12.523525876315125
2153,8063,Gilbert,1Fam,6,7,TA,148,2007,TA,1,12.106252310247962
3737,11362,NridgHt,1Fam,8,4,Gd,310,2009,Gd,1,12.542544882151386
2308,8000,Gilbert,1Fam,6,12,TA,308,2008,TA,1,12.144197241812087
2850,10480,NWAmes,1Fam,7,32,TA,69,2008,TA,1,12.230765258120545
1832,7100,NAmes,1Fam,5,49,TA,0,2006,TA,0,11.77452020265869
1891,8923,NAmes,1Fam,5,1,TA,18,2007,Gd,0,11.809319478024031
1574,5400,OldTown,1Fam,5,6,TA,0,2006,Gd,0,11.669929213779893
3666,12085,NridgHt,1Fam,8,0,Gd,0,2007,Ex,1,12.669806661762314
2299,7750,Gilbert,1Fam,8,7,Gd,120,2009,Gd,1,12.123234367221169
2046,9764,Sawyer,1Fam,5,5,TA,0,2008,Gd,0,11.77528972943772
1901,13825,Sawyer,1Fam,5,21,TA,314,2008,TA,0,11.84939770159144
1695,7560,NAmes,1Fam,5,47,TA,140,2006,TA,0,11.803353763090035
1320,8263,IDOTRR,1Fam,6,57,TA,22,2007,TA,1,11.681824001432043
2358,10084,CollgCr,1Fam,7,0,Gd,164,2006,Gd,0,12.26857785088157
1248,8926,Edwards,1Fam,4,53,TA,64,2009,TA,0,11.626254150277232
698,9405,Edwards,1Fam,5,1,TA,200,2009,TA,0,11.678439903447801
1874,9125,Gilbert,1Fam,7,15,TA,125,2007,Gd,1,12.00701176473192
1677,10434,NAmes,1Fam,4,54,TA,0,2009,Fa,1,11.652687407345388
2215,3684,Blmngtn,Twnhs,7,2,Gd,163,2009,Gd,1,12.066810578196666
3460,14572,Gilbert,1Fam,7,3,Gd,180,2007,Gd,1,12.464583340681674
2393,11796,Gilbert,1Fam,7,2,Gd,148,2007,Gd,1,12.2783933071098
2544,7200,OldTown,Duplex,5,27,TA,49,2007,TA,0,11.84939770159144
3179,7804,SWISU,1Fam,4,59,TA,475,2009,Gd,2,11.813030057420567
1186,10712,Mitchel,1Fam,5,15,TA,28,2007,TA,0,11.44571671527678
2415,9900,OldTown,1Fam,6,57,TA,48,2007,Fa,0,11.67419361256635
3070,9828,SawyerW,1Fam,8,14,Gd,155,2009,Gd,1,12.386308695833106
2060,8773,Gilbert,1Fam,6,10,TA,138,2007,TA,1,12.037653993905211
1166,6180,BrkSide,1Fam,6,57,TA,128,2007,TA,1,11.532728092266408
1820,9600,NAmes,1Fam,6,58,TA,0,2008,TA,0,11.686878772093667
1020,6342,Sawyer,1Fam,5,14,TA,0,2010,TA,0,11.451050061252142
3848,9819,Mitchel,1Fam,6,32,TA,296,2009,Gd,2,12.185869938212655
2307,8731,BrkSide,1Fam,5,57,TA,0,2007,TA,1,11.877568578558138
2644,7350,NAmes,1Fam,5,57,TA,0,2008,TA,0,11.842229212112828
2733,10304,NWAmes,1Fam,5,33,TA,544,2009,Gd,1,12.193493863323313
5030,9965,CollgCr,1Fam,8,0,Gd,269,2007,Gd,1,12.959538518762063
1294,9000,Sawyer,1Fam,5,49,TA,24,2008,TA,0,11.289781913656018
1552,12180,Edwards,2fmCon,4,60,TA,0,2010,Fa,0,11.289781913656018
1801,6240,BrkSide,1Fam,5,56,TA,0,2006,TA,1,11.911701584927597
2959,11200,SawyerW,1Fam,6,21,Gd,191,2006,Gd,1,12.100712129872347
2073,12000,Crawfor,1Fam,7,59,TA,0,2009,Fa,1,12.069680020624618
1399,5700,OldTown,1Fam,7,58,TA,0,2008,TA,1,11.66907414746016
2430,9000,OldTown,1Fam,7,21,TA,0,2009,TA,0,11.870599909242044
1238,8280,NAmes,1Fam,6,57,TA,0,2007,Gd,1,11.728036844587175
2170,17755,Edwards,1Fam,5,47,TA,140,2006,Fa,2,11.917723684090689
3124,14115,Crawfor,1Fam,6,2,TA,0,2006,Ex,1,12.345834587905333
1786,5890,IDOTRR,1Fam,6,1,Gd,0,2008,TA,0,11.699405031912846
2766,13700,NAmes,1Fam,7,20,TA,144,2008,Gd,2,12.215032386901646
3122,10768,Veenker,1Fam,5,3,Gd,21,2007,Gd,1,12.292250341771226
2400,9350,NAmes,1Fam,5,9,TA,92,2008,Gd,1,12.100156419938624
2844,5001,NridgHt,Twnhs,7,1,Gd,234,2009,Gd,1,12.345834587905333
2410,11932,Somerst,1Fam,8,0,Gd,24,2008,Gd,0,12.367885325692589
2858,9120,NWAmes,1Fam,6,34,Gd,69,2008,Gd,1,12.128111104060462
2207,2280,NPkVill,Twnhs,6,32,TA,26,2010,TA,1,11.891361900690473
3292,14778,Crawfor,1Fam,6,2,Gd,108,2008,Gd,1,12.319401330837177
1836,8724,Sawyer,1Fam,5,39,TA,0,2007,TA,1,11.76756768334381
2856,12900,Sawyer,Duplex,4,39,TA,120,2008,TA,0,11.598726943661342
3091,16157,Veenker,1Fam,5,29,TA,348,2007,Gd,1,12.175613438045465
2146,9541,NridgHt,1Fam,7,0,Gd,114,2009,Gd,0,12.359523080243038
2470,10475,CollgCr,1Fam,8,2,Gd,193,2010,Gd,0,12.41044104151805
2929,10852,Gilbert,1Fam,6,6,TA,38,2006,TA,1,12.061046873479915
3274,13728,Edwards,1Fam,6,22,TA,0,2008,Gd,2,12.367340793126296
5821,35760,NoRidge,1Fam,10,10,Gd,437,2006,Gd,1,13.345506928718539
1998,9880,Mitchel,1Fam,6,31,TA,203,2008,TA,1,12.049418835484797
2356,9120,NAmes,1Fam,6,50,TA,0,2008,TA,1,12.0015054797889
1875,4017,Somerst,Twnhs,7,1,Gd,54,2008,Gd,0,12.05466819137094
3228,18030,ClearCr,1Fam,5,13,TA,122,2007,Ex,1,12.20856952572876
3208,16560,Crawfor,1Fam,6,56,TA,0,2006,TA,1,12.384218830913648
4113,10678,NoRidge,1Fam,8,7,Gd,33,2007,Gd,1,12.560244459250788
1845,6951,Mitchel,1Fam,5,23,TA,362,2008,TA,0,11.691071650353702
1902,3950,OldTown,1Fam,6,5,TA,0,2009,TA,0,11.652687407345388
1529,7681,Crawfor,1Fam,5,59,TA,192,2009,TA,1,11.95053502640496
1124,8335,Edwards,1Fam,5,52,TA,36,2006,TA,1,11.440354772135393
4423,11170,Timber,1Fam,7,15,TA,0,2006,TA,0,12.429216196844383
3614,5587,Crawfor,Twnhs,8,0,Ex,215,2008,Gd,1,12.8802918162046
7385,15623,NoRidge,1Fam,10,11,Gd,249,2007,Ex,2,13.521139497361697
2671,10800,OldTown,1Fam,5,56,TA,229,2006,TA,1,11.695247021764184
3726,35133,Timber,1Fam,5,44,TA,263,2007,TA,2,12.137258329529814
2005,9738,Edwards,1Fam,5,56,TA,0,2006,TA,0,11.560762794384388
2559,10615,OldTown,2fmCon,3,39,TA,74,2009,TA,0,11.461632170582678
3837,12461,NoRidge,1Fam,8,11,Gd,114,2006,Gd,1,12.476099782743233
2153,8935,CollgCr,1Fam,7,7,Gd,212,2009,Gd,0,12.180754837545884
2246,7500,Gilbert,1Fam,7,11,TA,200,2010,Gd,1,12.14950229404178
4137,32463,Mitchel,2fmCon,4,32,TA,439,2007,TA,1,12.031719258385396
1933,2645,Somerst,Twnhs,8,7,Gd,206,2007,Gd,0,12.066810578196666
1722,9600,OldTown,1Fam,5,13,TA,0,2007,Gd,0,11.736069016284437
2509,4500,Mitchel,Twnhs,6,10,TA,304,2009,TA,0,12.013700752882718
2022,9364,Sawyer,1Fam,6,41,TA,415,2010,TA,0,11.970350312009105
1856,8029,Gilbert,1Fam,6,3,TA,124,2008,Gd,0,12.078239274020289
2523,14054,Gilbert,1Fam,7,0,Gd,117,2006,Gd,1,12.297785453453374
1915,8850,OldTown,1Fam,7,56,TA,0,2006,TA,1,11.877568578558138
1785,9100,CollgCr,1Fam,7,8,Gd,356,2009,Gd,0,12.089538829274222
2388,11235,Sawyer,1Fam,4,27,TA,82,2006,TA,1,11.904967552746252
1144,9353,NAmes,1Fam,4,36,TA,0,2006,TA,0,11.661776411702583
2325,10400,CollgCr,1Fam,7,11,TA,234,2009,Gd,0,12.195517131590657
1564,6000,BrkSide,1Fam,5,12,TA,0,2009,TA,1,11.669929213779893
2081,9750,CollgCr,1Fam,7,8,Gd,308,2009,Gd,1,12.269047444691562
2357,10140,NWAmes,1Fam,5,31,TA,88,2006,TA,0,11.941455846009388
3559,14684,SawyerW,1Fam,7,18,Gd,154,2009,Gd,1,12.513189630620563
2496,8900,SawyerW,1Fam,4,40,TA,42,2006,TA,0,11.580584113444043
2584,9135,CollgCr,1Fam,6,3,Gd,215,2006,Gd,0,12.206072645530174
2401,7763,NAmes,1Fam,5,28,TA,0,2008,TA,0,11.84939770159144
3380,10182,Somerst,1Fam,8,0,Gd,372,2006,Gd,1,12.577636201962656
2307,11218,SawyerW,1Fam,6,18,Gd,739,2010,Gd,1,12.14950229404178
2671,12134,Gilbert,1Fam,8,5,Gd,337,2010,TA,0,12.007621706806335
1250,9340,Edwards,1Fam,4,59,TA,113,2009,TA,0,11.635143097694478
1972,10246,Sawyer,1Fam,4,5,TA,88,2006,TA,0,11.884489021402711
2083,10205,NAmes,1Fam,5,44,TA,222,2006,TA,0,11.809319478024031
1832,7094,Sawyer,1Fam,5,41,TA,0,2007,TA,0,11.736069016284437
2441,8930,Sawyer,Duplex,6,32,TA,0,2010,TA,0,11.626254150277232
2802,8640,Somerst,1Fam,8,0,Gd,247,2009,Gd,0,12.343466568968994
912,6240,BrkSide,1Fam,4,56,TA,0,2006,TA,0,11.296012463406655
1218,1680,BrDale,Twnhs,6,35,TA,201,2006,TA,0,11.424094251263613
2112,7800,NAmes,1Fam,5,42,TA,0,2006,TA,0,11.652687407345388
2275,8250,Sawyer,1Fam,5,40,TA,63,2008,TA,1,11.805595078933049
2357,10496,NAmes,1Fam,6,57,TA,0,2007,TA,1,11.870599909242044
3420,10680,NAmes,1Fam,5,55,TA,30,2006,TA,0,11.834284063781393
2602,15384,Gilbert,1Fam,7,3,Gd,175,2008,Gd,1,12.122691036591123
1909,10482,NAmes,1Fam,6,49,TA,224,2007,TA,0,11.884489021402711
2601,14598,Somerst,1Fam,6,1,Gd,118,2008,Gd,1,12.273731294003989
2083,8872,NAmes,1Fam,5,0,TA,240,2008,Gd,0,11.898187865760873
4294,8769,NridgHt,Twnhs,9,0,Ex,72,2008,Ex,1,12.813917896253697
2577,7910,NAmes,1Fam,5,48,TA,0,2008,TA,0,11.751942365440728
3929,18890,Sawyer,Duplex,5,30,TA,179,2007,TA,1,12.154779351142624
2533,7728,NAmes,Duplex,5,44,TA,18,2006,TA,0,11.794337924408413
1686,9842,NAmes,Duplex,4,45,TA,0,2007,TA,0,11.53076538309856
2719,12160,NAmes,1Fam,5,51,TA,0,2010,TA,0,11.863582336583399
1964,8525,SWISU,1Fam,5,58,TA,192,2008,TA,0,11.77528972943772
1964,13132,Crawfor,1Fam,5,56,TA,243,2006,TA,0,11.841415931849784
2100,2628,NridgHt,Twnhs,7,7,Gd,27,2010,Gd,0,12.075394321888057
2382,12393,CollgCr,1Fam,7,1,Gd,148,2006,Gd,1,12.180754837545884
1625,13072,SawyerW,1Fam,6,1,Gd,0,2006,TA,0,11.867097278690842
2384,9037,Timber,1Fam,8,1,Gd,153,2007,Ex,1,12.490875577231112
2861,8158,CollgCr,1Fam,7,5,Gd,63,2008,Gd,0,12.323411137947407
2643,9849,Somerst,1Fam,7,0,Gd,56,2007,Gd,0,12.422505731952896
2754,10625,NWAmes,1Fam,7,36,TA,120,2010,Gd,2,12.043553716032399
4312,13891,NridgHt,1Fam,10,0,Ex,445,2006,Ex,1,13.049792684569493
1917,11435,Crawfor,1Fam,8,56,TA,0,2006,Gd,2,12.345834587905333
2345,12090,NWAmes,1Fam,6,4,TA,380,2007,TA,1,12.089538829274222
2168,8125,Somerst,1Fam,7,0,Gd,45,2006,Gd,0,12.136186518066006
2461,12328,Mitchel,1Fam,6,34,TA,0,2010,TA,0,12.042965307660024
2773,9600,OldTown,1Fam,6,58,TA,0,2008,TA,1,11.771436160121729
1894,7200,NAmes,1Fam,5,57,TA,80,2007,TA,0,11.686878772093667
3697,11160,NAmes,1Fam,7,42,Gd,0,2010,Ex,2,12.404923504275338
1883,3136,NridgHt,Twnhs,7,3,Gd,184,2006,Gd,1,12.053795210084596
1672,9858,Mitchel,1Fam,5,41,TA,33,2009,TA,0,11.77528972943772
3841,17542,Veenker,1Fam,7,4,Gd,267,2007,Gd,2,12.591335046320818
2053,6931,Edwards,1Fam,7,4,Gd,306,2008,Gd,1,12.016122061571728
2352,6240,BrkSide,1Fam,6,57,TA,0,2007,TA,1,11.755871643580617
3992,14303,NoRidge,1Fam,8,14,Gd,298,2008,Gd,1,12.616525295149378
864,4060,Edwards,1Fam,5,59,TA,96,2009,TA,0,11.511924964636645
2221,9587,Gilbert,1Fam,7,3,Gd,212,2008,Gd,0,12.154779351142624
2554,9750,NAmes,1Fam,6,39,TA,180,2008,TA,0,11.925035115797062
2177,24682,Gilbert,1Fam,6,10,TA,103,2009,TA,1,12.106252310247962
1892,9600,NAmes,1Fam,5,53,TA,0,2009,TA,0,11.766792188927278
2092,11250,ClearCr,1Fam,4,20,TA,120,2009,TA,2,11.992260421644849
2344,13515,BrkSide,1Fam,6,57,TA,0,2007,TA,1,12.103486056755072
2114,4060,NAmes,Twnhs,6,9,Gd,212,2008,Gd,0,12.106252310247962
2408,3735,Somerst,Twnhs,7,7,Gd,34,2006,Gd,0,12.122147410592412
2197,10120,OldTown,2fmCon,7,57,Fa,0,2007,TA,1,11.711776323715394
2764,13214,Timber,1Fam,9,1,Ex,220,2010,Ex,1,12.84397135185964
4653,14100,Crawfor,1Fam,8,11,TA,326,2008,Gd,2,12.850554654108839
2299,11344,NAmes,1Fam,5,49,TA,0,2007,TA,0,11.877568578558138
3368,23595,ClearCr,1Fam,7,31,Gd,268,2010,Gd,1,12.468436909997665
1951,9156,NWAmes,1Fam,6,41,TA,0,2009,Gd,1,12.132156962580005
2158,13526,Sawyer,1Fam,5,41,TA,180,2006,TA,0,11.827736204810263
2388,11512,Edwards,1Fam,6,2,TA,0,2008,Ex,1,12.083905011555967
1802,5362,Crawfor,1Fam,5,4,TA,242,2007,TA,1,11.842229212112828
2540,11345,NAmes,Duplex,5,57,TA,0,2007,TA,0,11.827736204810263
2485,12936,NWAmes,1Fam,6,37,TA,410,2009,TA,1,11.99535161421452
2732,17871,NWAmes,1Fam,6,33,TA,0,2009,TA,1,12.195517131590657
3412,9473,CollgCr,1Fam,8,6,Gd,211,2008,Gd,1,12.375815420117268
1656,7500,IDOTRR,1Fam,4,60,TA,30,2010,TA,0,11.133128103610641
2905,9808,CollgCr,1Fam,7,7,Gd,72,2009,Gd,0,12.332705296463539
2876,8049,Timber,1Fam,7,16,TA,58,2006,TA,1,12.100712129872347
2200,8800,CollgCr,1Fam,5,1,TA,0,2009,Gd,0,11.921718363171067
1824,9400,Mitchel,Duplex,6,39,TA,128,2010,TA,0,11.842229212112828
2783,9638,SWISU,1Fam,6,20,TA,272,2010,Gd,1,12.037653993905211
1692,6000,BrkSide,1Fam,6,59,TA,45,2009,TA,1,11.794337924408413
2506,9790,NWAmes,1Fam,6,47,TA,26,2010,TA,2,11.870599909242044
2784,36500,ClearCr,1Fam,5,42,TA,366,2006,TA,0,12.154779351142624
3316,5664,StoneBr,Twnhs,8,9,Gd,271,2009,Ex,1,12.535376392672774
2723,11065,NridgHt,1Fam,8,0,Gd,251,2006,Ex,1,12.546109948315882
2650,14112,NAmes,1Fam,5,46,TA,227,2010,TA,1,12.103486056755072
1797,1680,BrDale,Twnhs,5,37,TA,185,2009,TA,0,11.691071650353702
2804,6600,OldTown,1Fam,5,44,TA,287,2009,TA,0,11.585246126549855
2386,10140,NWAmes,1Fam,7,30,TA,28,2006,TA,1,12.000891794590137
1603,8172,Edwards,1Fam,5,16,TA,0,2006,TA,0,11.652687407345388
2356,8400,NAmes,1Fam,5,38,TA,356,2006,TA,0,11.83862560460953
2429,8700,NAmes,1Fam,5,45,TA,212,2008,TA,0,11.951180395901384
2144,3675,Edwards,Twnhs,6,0,TA,44,2006,TA,0,11.84939770159144
12704,63887,Edwards,1Fam,10,0,Ex,506,2008,Ex,3,11.982929094215963
2797,7500,NAmes,1Fam,5,16,TA,218,2010,Gd,0,11.944707881395766
3167,10762,Gilbert,1Fam,7,10,Gd,0,2009,Gd,1,12.323855681186558
2254,7500,Crawfor,1Fam,6,59,TA,0,2009,Gd,2,12.086725887897607
4110,10120,NoRidge,1Fam,8,12,Gd,387,2006,Gd,1,12.577636201962656
